"","Year","Date","Week","Location","elev","n_conc","conc_bin","Home_Team","Away_Team"
"1627",2013,"11/24/2013",12,"BAL",10,0,0,"BAL","NYJ"
"1628",2013,"11/28/2013",13,"BAL",10,2,1,"BAL","PIT"
"1629",2013,"12/8/2013",14,"BAL",10,2,1,"BAL","MIN"
"1630",2013,"12/22/2013",16,"BAL",10,2,1,"BAL","NE"
"1631",2014,"9/7/2014",1,"BAL",10,1,1,"BAL","CIN"
"1632",2014,"9/11/2014",2,"BAL",10,1,1,"BAL","PIT"
"1633",2014,"9/28/2014",4,"BAL",10,0,0,"BAL","CAR"
"1634",2014,"10/19/2014",7,"BAL",10,0,0,"BAL","ATL"
"1635",2014,"11/9/2014",10,"BAL",10,1,1,"BAL","TEN"
"1636",2014,"11/30/2014",13,"BAL",10,2,1,"BAL","SD"
"1637",2014,"12/14/2014",15,"BAL",10,0,0,"BAL","JAX"
"1638",2014,"12/28/2014",17,"BAL",10,0,0,"BAL","CLE"
"1639",2015,"9/27/2015",3,"BAL",10,0,0,"BAL","CIN"
"1640",2015,"10/11/2015",5,"BAL",10,2,1,"BAL","CLE"
"1641",2015,"11/1/2015",8,"BAL",10,1,1,"BAL","SD"
"1642",2015,"11/15/2015",10,"BAL",10,1,1,"BAL","JAX"
"1643",2015,"11/22/2015",11,"BAL",10,1,1,"BAL","STL"
"1644",2015,"12/13/2015",14,"BAL",10,0,0,"BAL","SEA"
"1645",2015,"12/20/2015",15,"BAL",10,0,0,"BAL","KC"
"1646",2015,"12/27/2015",16,"BAL",10,0,0,"BAL","PIT"
"1647",2016,"9/11/2016",1,"BAL",10,0,0,"BAL","BUF"
"1648",2016,"10/2/2016",4,"BAL",10,0,0,"BAL","OAK"
"1649",2016,"10/9/2016",5,"BAL",10,1,1,"BAL","WAS"
"1650",2016,"11/6/2016",9,"BAL",10,0,0,"BAL","PIT"
"1651",2016,"11/10/2016",10,"BAL",10,0,0,"BAL","CLE"
"1652",2016,"11/27/2016",12,"BAL",10,1,1,"BAL","CIN"
"1653",2016,"12/4/2016",13,"BAL",10,0,0,"BAL","MIA"
"1654",2016,"12/18/2016",15,"BAL",10,0,0,"BAL","PHI"
"1655",2017,"9/17/2017",2,"BAL",10,1,1,"BAL","CLE"
"1656",2017,"10/1/2017",4,"BAL",10,0,0,"BAL","PIT"
"1657",2017,"10/15/2017",6,"BAL",10,1,1,"BAL","CHI"
"1658",2017,"10/26/2017",8,"BAL",10,3,1,"BAL","MIA"
"1659",2017,"11/27/2017",12,"BAL",10,0,0,"BAL","HOU"
"1660",2017,"12/3/2017",13,"BAL",10,0,0,"BAL","DET"
"1661",2017,"12/23/2017",16,"BAL",10,0,0,"BAL","IND"
"1662",2017,"12/31/2017",17,"BAL",10,0,0,"BAL","CIN"
"1663",2018,"9/9/2018",1,"BAL",10,0,0,"BAL","BUF"
"1664",2018,"9/23/2018",3,"BAL",10,0,0,"BAL","DEN"
"1665",2018,"10/21/2018",7,"BAL",10,0,0,"BAL","NO"
"1666",2018,"11/4/2018",9,"BAL",10,0,0,"BAL","PIT"
"1667",2018,"11/18/2018",11,"BAL",10,0,0,"BAL","CIN"
"1668",2018,"11/25/2018",12,"BAL",10,0,0,"BAL","OAK"
"1669",2018,"12/16/2018",15,"BAL",10,1,1,"BAL","TB"
"1670",2018,"12/30/2018",17,"BAL",10,0,0,"BAL","CLE"
"1671",2019,"9/15/2019",2,"BAL",10,0,0,"BAL","ARI"
"1672",2019,"9/29/2019",4,"BAL",10,1,1,"BAL","CLE"
"1673",2019,"10/13/2019",6,"BAL",10,0,0,"BAL","CIN"
"1674",2019,"11/3/2019",9,"BAL",10,0,0,"BAL","NE"
"1675",2019,"11/17/2019",11,"BAL",10,1,1,"BAL","HOU"
"1676",2019,"12/1/2019",13,"BAL",10,0,0,"BAL","SF"
"1677",2019,"12/12/2019",15,"BAL",10,0,0,"BAL","NYJ"
"1678",2019,"12/29/2019",17,"BAL",10,0,0,"BAL","PIT"
"1679",2012,"9/16/2012",2,"MIA",9,2,1,"MIA","OAK"
"1680",2012,"9/23/2012",3,"MIA",9,0,0,"MIA","NYJ"
"1681",2012,"10/14/2012",6,"MIA",9,0,0,"MIA","STL"
"1682",2012,"11/11/2012",10,"MIA",9,0,0,"MIA","TEN"
"1683",2012,"11/25/2012",12,"MIA",9,0,0,"MIA","SEA"
"1684",2012,"12/2/2012",13,"MIA",9,0,0,"MIA","NE"
"1685",2012,"12/16/2012",15,"MIA",9,0,0,"MIA","JAX"
"1686",2012,"12/23/2012",16,"MIA",9,0,0,"MIA","BUF"
"1687",2013,"9/22/2013",3,"MIA",9,0,0,"MIA","ATL"
"1688",2013,"10/6/2013",5,"MIA",9,0,0,"MIA","BAL"
"1689",2013,"10/20/2013",7,"MIA",9,0,0,"MIA","BUF"
"1690",2013,"10/31/2013",9,"MIA",9,1,1,"MIA","CIN"
"1691",2013,"11/17/2013",11,"MIA",9,1,1,"MIA","SD"
"1692",2013,"11/24/2013",12,"MIA",9,0,0,"MIA","CAR"
"1693",2013,"12/15/2013",15,"MIA",9,1,1,"MIA","NE"
"1694",2013,"12/29/2013",17,"MIA",9,0,0,"MIA","NYJ"
"1695",2014,"9/7/2014",1,"MIA",9,0,0,"MIA","NE"
"1696",2014,"9/21/2014",3,"MIA",9,0,0,"MIA","KC"
"1697",2014,"10/12/2014",6,"MIA",9,0,0,"MIA","GB"
"1698",2014,"11/2/2014",9,"MIA",9,0,0,"MIA","SD"
"1699",2014,"11/13/2014",11,"MIA",9,0,0,"MIA","BUF"
"1700",2014,"12/7/2014",14,"MIA",9,1,1,"MIA","BAL"
"1701",2014,"12/21/2014",16,"MIA",9,0,0,"MIA","MIN"
"1702",2014,"12/28/2014",17,"MIA",9,0,0,"MIA","NYJ"
"1703",2015,"9/27/2015",3,"MIA",9,0,0,"MIA","BUF"
"1704",2015,"10/25/2015",7,"MIA",9,0,0,"MIA","HOU"
"1705",2015,"11/22/2015",11,"MIA",9,0,0,"MIA","DAL"
"1706",2015,"12/6/2015",13,"MIA",9,0,0,"MIA","BAL"
"1707",2015,"12/14/2015",14,"MIA",9,2,1,"MIA","NYG"
"1708",2015,"12/27/2015",16,"MIA",9,1,1,"MIA","IND"
"1709",2015,"1/3/2016",17,"MIA",9,0,0,"MIA","NE"
"1710",2016,"9/25/2016",3,"MIA",9,1,1,"MIA","CLE"
"1711",2016,"10/9/2016",5,"MIA",9,0,0,"MIA","TEN"
"1712",2016,"10/16/2016",6,"MIA",9,1,1,"MIA","PIT"
"1713",2016,"10/23/2016",7,"MIA",9,1,1,"MIA","BUF"
"1714",2016,"11/6/2016",9,"MIA",9,1,1,"MIA","NYJ"
"1715",2016,"11/27/2016",12,"MIA",9,1,1,"MIA","SF"
"1716",2016,"12/11/2016",14,"MIA",9,1,1,"MIA","ARI"
"1717",2016,"1/1/2017",17,"MIA",9,0,0,"MIA","NE"
"1718",2017,"10/8/2017",5,"MIA",9,0,0,"MIA","TEN"
"1719",2017,"10/22/2017",7,"MIA",9,1,1,"MIA","NYJ"
"1720",2017,"11/5/2017",9,"MIA",9,0,0,"MIA","OAK"
"1721",2017,"11/19/2017",11,"MIA",9,3,1,"MIA","TB"
"1722",2017,"12/3/2017",13,"MIA",9,0,0,"MIA","DEN"
"1723",2017,"12/11/2017",14,"MIA",9,0,0,"MIA","NE"
"1724",2017,"12/31/2017",17,"MIA",9,0,0,"MIA","BUF"
"1725",2018,"9/9/2018",1,"MIA",9,1,1,"MIA","TEN"
"1726",2018,"9/23/2018",3,"MIA",9,1,1,"MIA","OAK"
"1727",2018,"10/14/2018",6,"MIA",9,1,1,"MIA","CHI"
"1728",2018,"10/21/2018",7,"MIA",9,0,0,"MIA","DET"
"1729",2018,"11/4/2018",9,"MIA",9,0,0,"MIA","NYJ"
"1730",2018,"12/2/2018",13,"MIA",9,0,0,"MIA","BUF"
"1731",2018,"12/9/2018",14,"MIA",9,0,0,"MIA","NE"
"1732",2018,"12/23/2018",16,"MIA",9,1,1,"MIA","JAX"
"1733",2019,"9/8/2019",1,"MIA",9,0,0,"MIA","BAL"
"1734",2019,"9/15/2019",2,"MIA",9,0,0,"MIA","NE"
"1735",2019,"9/29/2019",4,"MIA",9,0,0,"MIA","LAC"
"1736",2019,"10/13/2019",6,"MIA",9,0,0,"MIA","WAS"
"1737",2019,"11/3/2019",9,"MIA",9,0,0,"MIA","NYJ"
"1738",2019,"11/17/2019",11,"MIA",9,1,1,"MIA","BUF"
"1739",2019,"12/1/2019",13,"MIA",9,1,1,"MIA","PHI"
"1740",2019,"12/22/2019",16,"MIA",9,2,1,"MIA","CIN"
"1741",2012,"9/5/2012",1,"NYG",6,1,1,"NYG","DAL"
"1742",2012,"9/16/2012",2,"NYG",6,1,1,"NYG","TB"
"1743",2012,"10/7/2012",5,"NYG",6,2,1,"NYG","CLE"
"1744",2012,"10/21/2012",7,"NYG",6,0,0,"NYG","WAS"
"1745",2012,"11/4/2012",9,"NYG",6,0,0,"NYG","PIT"
"1746",2012,"11/25/2012",12,"NYG",6,1,1,"NYG","GB"
"1747",2012,"12/9/2012",14,"NYG",6,0,0,"NYG","NO"
"1748",2012,"12/30/2012",17,"NYG",6,0,0,"NYG","PHI"
"1749",2013,"9/15/2013",2,"NYG",6,0,0,"NYG","DEN"
"1750",2013,"10/6/2013",5,"NYG",6,0,0,"NYG","PHI"
"1751",2013,"10/21/2013",7,"NYG",6,1,1,"NYG","MIN"
"1752",2013,"11/10/2013",10,"NYG",6,0,0,"NYG","OAK"
"1753",2013,"11/17/2013",11,"NYG",6,0,0,"NYG","GB"
"1754",2013,"11/24/2013",12,"NYG",6,0,0,"NYG","DAL"
"1755",2013,"12/15/2013",15,"NYG",6,2,1,"NYG","SEA"
"1756",2013,"12/29/2013",17,"NYG",6,0,0,"NYG","WAS"
"1757",2014,"9/14/2014",2,"NYG",6,0,0,"NYG","ARI"
"1758",2014,"9/21/2014",3,"NYG",6,0,0,"NYG","HOU"
"1759",2014,"10/5/2014",5,"NYG",6,0,0,"NYG","ATL"
"1760",2014,"11/3/2014",9,"NYG",6,0,0,"NYG","IND"
"1761",2014,"11/16/2014",11,"NYG",6,1,1,"NYG","SF"
"1762",2014,"11/23/2014",12,"NYG",6,0,0,"NYG","DAL"
"1763",2014,"12/14/2014",15,"NYG",6,0,0,"NYG","WAS"
"1764",2014,"12/28/2014",17,"NYG",6,0,0,"NYG","PHI"
"1765",2015,"9/20/2015",2,"NYG",6,1,1,"NYG","ATL"
"1766",2015,"9/24/2015",3,"NYG",6,0,0,"NYG","WAS"
"1767",2015,"10/11/2015",5,"NYG",6,1,1,"NYG","SF"
"1768",2015,"10/25/2015",7,"NYG",6,0,0,"NYG","DAL"
"1769",2015,"11/15/2015",10,"NYG",6,0,0,"NYG","NE"
"1770",2015,"12/6/2015",13,"NYG",6,0,0,"NYG","NYJ"
"1771",2015,"12/20/2015",15,"NYG",6,2,1,"NYG","CAR"
"1772",2015,"1/3/2016",17,"NYG",6,0,0,"NYG","PHI"
"1773",2016,"9/18/2016",2,"NYG",6,1,1,"NYG","NO"
"1774",2016,"9/25/2016",3,"NYG",6,1,1,"NYG","WAS"
"1775",2016,"10/16/2016",6,"NYG",6,1,1,"NYG","BAL"
"1776",2016,"11/6/2016",9,"NYG",6,0,0,"NYG","PHI"
"1777",2016,"11/14/2016",10,"NYG",6,0,0,"NYG","CIN"
"1778",2016,"11/20/2016",11,"NYG",6,3,1,"NYG","CHI"
"1779",2016,"12/11/2016",14,"NYG",6,1,1,"NYG","DAL"
"1780",2016,"12/18/2016",15,"NYG",6,0,0,"NYG","DET"
"1781",2017,"9/18/2017",2,"NYG",6,2,1,"NYG","DET"
"1782",2017,"10/8/2017",5,"NYG",6,0,0,"NYG","LAC"
"1783",2017,"10/22/2017",7,"NYG",6,0,0,"NYG","SEA"
"1784",2017,"11/5/2017",9,"NYG",6,0,0,"NYG","LAR"
"1785",2017,"11/19/2017",11,"NYG",6,1,1,"NYG","KC"
"1786",2017,"12/10/2017",14,"NYG",6,0,0,"NYG","DAL"
"1787",2017,"12/17/2017",15,"NYG",6,2,1,"NYG","PHI"
"1788",2017,"12/31/2017",17,"NYG",6,0,0,"NYG","WAS"
"1789",2018,"9/9/2018",1,"NYG",6,0,0,"NYG","JAX"
"1790",2018,"9/30/2018",4,"NYG",6,0,0,"NYG","NO"
"1791",2018,"10/11/2018",6,"NYG",6,2,1,"NYG","PHI"
"1792",2018,"10/28/2018",8,"NYG",6,0,0,"NYG","WAS"
"1793",2018,"11/18/2018",11,"NYG",6,2,1,"NYG","TB"
"1794",2018,"12/2/2018",13,"NYG",6,0,0,"NYG","CHI"
"1795",2018,"12/16/2018",15,"NYG",6,2,1,"NYG","TEN"
"1796",2018,"12/30/2018",17,"NYG",6,0,0,"NYG","DAL"
"1797",2019,"9/15/2019",2,"NYG",6,1,1,"NYG","BUF"
"1798",2019,"9/29/2019",4,"NYG",6,1,1,"NYG","WAS"
"1799",2019,"10/6/2019",5,"NYG",6,3,1,"NYG","MIN"
"1800",2019,"10/20/2019",7,"NYG",6,0,0,"NYG","ARI"
"1801",2019,"11/4/2019",9,"NYG",6,0,0,"NYG","DAL"
"1802",2019,"12/1/2019",13,"NYG",6,1,1,"NYG","GB"
"1803",2019,"12/15/2019",15,"NYG",6,0,0,"NYG","MIA"
"1804",2019,"12/29/2019",17,"NYG",6,0,0,"NYG","PHI"
"1805",2012,"9/9/2012",1,"NYJ",6,1,1,"NYJ","BUF"
"1806",2012,"9/30/2012",4,"NYJ",6,0,0,"NYJ","SF"
"1807",2012,"10/8/2012",5,"NYJ",6,0,0,"NYJ","HOU"
"1808",2012,"10/14/2012",6,"NYJ",6,0,0,"NYJ","IND"
"1809",2012,"10/28/2012",8,"NYJ",6,0,0,"NYJ","MIA"
"1810",2012,"11/22/2012",12,"NYJ",6,4,1,"NYJ","NE"
"1811",2012,"12/2/2012",13,"NYJ",6,0,0,"NYJ","ARI"
"1812",2012,"12/23/2012",16,"NYJ",6,2,1,"NYJ","SD"
"1813",2013,"9/8/2013",1,"NYJ",6,1,1,"NYJ","TB"
"1814",2013,"9/22/2013",3,"NYJ",6,0,0,"NYJ","BUF"
"1815",2013,"10/13/2013",6,"NYJ",6,2,1,"NYJ","PIT"
"1816",2013,"10/20/2013",7,"NYJ",6,0,0,"NYJ","NE"
"1817",2013,"11/3/2013",9,"NYJ",6,2,1,"NYJ","NO"
"1818",2013,"12/1/2013",13,"NYJ",6,1,1,"NYJ","MIA"
"1819",2013,"12/8/2013",14,"NYJ",6,2,1,"NYJ","OAK"
"1820",2013,"12/22/2013",16,"NYJ",6,2,1,"NYJ","CLE"
"1821",2014,"9/7/2014",1,"NYJ",6,0,0,"NYJ","OAK"
"1822",2014,"9/22/2014",3,"NYJ",6,0,0,"NYJ","CHI"
"1823",2014,"9/28/2014",4,"NYJ",6,1,1,"NYJ","DET"
"1824",2014,"10/12/2014",6,"NYJ",6,0,0,"NYJ","DEN"
"1825",2014,"10/26/2014",8,"NYJ",6,0,0,"NYJ","BUF"
"1826",2014,"11/9/2014",10,"NYJ",6,0,0,"NYJ","PIT"
"1827",2014,"12/1/2014",13,"NYJ",6,0,0,"NYJ","MIA"
"1828",2014,"12/21/2014",16,"NYJ",6,0,0,"NYJ","NE"
"1829",2015,"9/13/2015",1,"NYJ",6,2,1,"NYJ","CLE"
"1830",2015,"9/27/2015",3,"NYJ",6,1,1,"NYJ","PHI"
"1831",2015,"10/18/2015",6,"NYJ",6,1,1,"NYJ","WAS"
"1832",2015,"11/8/2015",9,"NYJ",6,0,0,"NYJ","JAX"
"1833",2015,"11/12/2015",10,"NYJ",6,0,0,"NYJ","BUF"
"1834",2015,"11/29/2015",12,"NYJ",6,0,0,"NYJ","MIA"
"1835",2015,"12/13/2015",14,"NYJ",6,0,0,"NYJ","TEN"
"1836",2015,"12/27/2015",16,"NYJ",6,1,1,"NYJ","NE"
"1837",2016,"9/11/2016",1,"NYJ",6,0,0,"NYJ","CIN"
"1838",2016,"10/2/2016",4,"NYJ",6,1,1,"NYJ","SEA"
"1839",2016,"10/23/2016",7,"NYJ",6,1,1,"NYJ","BAL"
"1840",2016,"11/13/2016",10,"NYJ",6,1,1,"NYJ","LAR"
"1841",2016,"11/27/2016",12,"NYJ",6,3,1,"NYJ","NE"
"1842",2016,"12/5/2016",13,"NYJ",6,4,1,"NYJ","IND"
"1843",2016,"12/17/2016",15,"NYJ",6,0,0,"NYJ","MIA"
"1844",2016,"1/1/2017",17,"NYJ",6,0,0,"NYJ","BUF"
"1845",2017,"9/24/2017",3,"NYJ",6,0,0,"NYJ","MIA"
"1846",2017,"10/1/2017",4,"NYJ",6,0,0,"NYJ","JAX"
"1847",2017,"10/15/2017",6,"NYJ",6,1,1,"NYJ","NE"
"1848",2017,"10/29/2017",8,"NYJ",6,1,1,"NYJ","ATL"
"1849",2017,"11/2/2017",9,"NYJ",6,0,0,"NYJ","BUF"
"1850",2017,"11/26/2017",12,"NYJ",6,1,1,"NYJ","CAR"
"1851",2017,"12/3/2017",13,"NYJ",6,0,0,"NYJ","KC"
"1852",2017,"12/24/2017",16,"NYJ",6,1,1,"NYJ","LAC"
"1853",2018,"9/16/2018",2,"NYJ",6,1,1,"NYJ","MIA"
"1854",2018,"10/7/2018",5,"NYJ",6,1,1,"NYJ","DEN"
"1855",2018,"10/14/2018",6,"NYJ",6,0,0,"NYJ","IND"
"1856",2018,"10/21/2018",7,"NYJ",6,0,0,"NYJ","MIN"
"1857",2018,"11/11/2018",10,"NYJ",6,1,1,"NYJ","BUF"
"1858",2018,"11/25/2018",12,"NYJ",6,0,0,"NYJ","NE"
"1859",2018,"12/15/2018",15,"NYJ",6,1,1,"NYJ","HOU"
"1860",2018,"12/23/2018",16,"NYJ",6,1,1,"NYJ","GB"
"1861",2019,"9/8/2019",1,"NYJ",6,0,0,"NYJ","BUF"
"1862",2019,"9/16/2019",2,"NYJ",6,1,1,"NYJ","CLE"
"1863",2019,"10/13/2019",6,"NYJ",6,1,1,"NYJ","DAL"
"1864",2019,"10/21/2019",7,"NYJ",6,0,0,"NYJ","NE"
"1865",2019,"11/10/2019",10,"NYJ",6,3,1,"NYJ","NYG"
"1866",2019,"11/24/2019",12,"NYJ",6,0,0,"NYJ","OAK"
"1867",2019,"12/8/2019",14,"NYJ",6,2,1,"NYJ","MIA"
"1868",2019,"12/22/2019",16,"NYJ",6,0,0,"NYJ","PIT"
"1869",2012,"9/16/2012",2,"JAC",3,0,0,"JAX","HOU"
"1870",2012,"9/30/2012",4,"JAC",3,1,1,"JAX","CIN"
"1871",2012,"10/7/2012",5,"JAC",3,0,0,"JAX","CHI"
"1872",2012,"11/4/2012",9,"JAC",3,0,0,"JAX","DET"
"1873",2012,"11/8/2012",10,"JAC",3,0,0,"JAX","IND"
"1874",2012,"11/25/2012",12,"JAC",3,1,1,"JAX","TEN"
"1875",2012,"12/9/2012",14,"JAC",3,0,0,"JAX","NYJ"
"1876",2012,"12/23/2012",16,"JAC",3,1,1,"JAX","NE"
"1877",2013,"9/8/2013",1,"JAC",3,0,0,"JAX","KC"
"1878",2013,"9/29/2013",4,"JAC",3,1,1,"JAX","IND"
"1879",2013,"10/20/2013",7,"JAC",3,0,0,"JAX","SD"
"1880",2013,"11/17/2013",11,"JAC",3,1,1,"JAX","ARI"
"1881",2013,"12/5/2013",14,"JAC",3,1,1,"JAX","HOU"
"1882",2013,"12/15/2013",15,"JAC",3,1,1,"JAX","BUF"
"1883",2013,"12/22/2013",16,"JAC",3,0,0,"JAX","TEN"
"1884",2014,"9/21/2014",3,"JAC",3,0,0,"JAX","IND"
"1885",2014,"10/5/2014",5,"JAC",3,0,0,"JAX","PIT"
"1886",2014,"10/19/2014",7,"JAC",3,0,0,"JAX","CLE"
"1887",2014,"10/26/2014",8,"JAC",3,1,1,"JAX","MIA"
"1888",2014,"11/30/2014",13,"JAC",3,2,1,"JAX","NYG"
"1889",2014,"12/7/2014",14,"JAC",3,1,1,"JAX","HOU"
"1890",2014,"12/18/2014",16,"JAC",3,1,1,"JAX","TEN"
"1891",2015,"9/13/2015",1,"JAC",3,1,1,"JAX","CAR"
"1892",2015,"9/20/2015",2,"JAC",3,0,0,"JAX","MIA"
"1893",2015,"10/18/2015",6,"JAC",3,1,1,"JAX","HOU"
"1894",2015,"11/19/2015",11,"JAC",3,0,0,"JAX","TEN"
"1895",2015,"11/29/2015",12,"JAC",3,2,1,"JAX","SD"
"1896",2015,"12/13/2015",14,"JAC",3,0,0,"JAX","IND"
"1897",2015,"12/20/2015",15,"JAC",3,1,1,"JAX","ATL"
"1898",2016,"9/11/2016",1,"JAC",3,1,1,"JAX","GB"
"1899",2016,"9/25/2016",3,"JAC",3,1,1,"JAX","BAL"
"1900",2016,"10/23/2016",7,"JAC",3,0,0,"JAX","OAK"
"1901",2016,"11/13/2016",10,"JAC",3,0,0,"JAX","HOU"
"1902",2016,"12/4/2016",13,"JAC",3,0,0,"JAX","DEN"
"1903",2016,"12/11/2016",14,"JAC",3,2,1,"JAX","MIN"
"1904",2016,"12/24/2016",16,"JAC",3,1,1,"JAX","TEN"
"1905",2017,"9/17/2017",2,"JAC",3,0,0,"JAX","TEN"
"1906",2017,"10/15/2017",6,"JAC",3,0,0,"JAX","LAR"
"1907",2017,"11/5/2017",9,"JAC",3,0,0,"JAX","CIN"
"1908",2017,"11/12/2017",10,"JAC",3,1,1,"JAX","LAC"
"1909",2017,"12/3/2017",13,"JAC",3,0,0,"JAX","IND"
"1910",2017,"12/10/2017",14,"JAC",3,1,1,"JAX","SEA"
"1911",2017,"12/17/2017",15,"JAC",3,2,1,"JAX","HOU"
"1912",2018,"9/16/2018",2,"JAC",3,2,1,"JAX","NE"
"1913",2018,"9/23/2018",3,"JAC",3,2,1,"JAX","TEN"
"1914",2018,"9/30/2018",4,"JAC",3,0,0,"JAX","NYJ"
"1915",2018,"10/21/2018",7,"JAC",3,0,0,"JAX","HOU"
"1916",2018,"11/18/2018",11,"JAC",3,0,0,"JAX","PIT"
"1917",2018,"12/2/2018",13,"JAC",3,0,0,"JAX","IND"
"1918",2018,"12/16/2018",15,"JAC",3,2,1,"JAX","WAS"
"1919",2019,"9/8/2019",1,"JAC",3,0,0,"JAX","KC"
"1920",2019,"9/19/2019",3,"JAC",3,1,1,"JAX","TEN"
"1921",2019,"10/13/2019",6,"JAC",3,1,1,"JAX","NO"
"1922",2019,"10/27/2019",8,"JAC",3,0,0,"JAX","NYJ"
"1923",2019,"12/1/2019",13,"JAC",3,0,0,"JAX","TB"
"1924",2019,"12/8/2019",14,"JAC",3,0,0,"JAX","LAC"
"1925",2019,"12/29/2019",17,"JAC",3,0,0,"JAX","IND"
"1926",2012,"9/9/2012",1,"NO",2,1,1,"NO","WAS"
"1927",2012,"9/23/2012",3,"NO",2,0,0,"NO","KC"
"1928",2012,"10/7/2012",5,"NO",2,0,0,"NO","SD"
"1929",2012,"11/5/2012",9,"NO",2,0,0,"NO","PHI"
"1930",2012,"11/11/2012",10,"NO",2,0,0,"NO","ATL"
"1931",2012,"11/25/2012",12,"NO",2,2,1,"NO","SF"
"1932",2012,"12/16/2012",15,"NO",2,1,1,"NO","TB"
"1933",2012,"12/30/2012",17,"NO",2,0,0,"NO","CAR"
"1934",2013,"9/8/2013",1,"NO",2,0,0,"NO","ATL"
"1935",2013,"9/22/2013",3,"NO",2,0,0,"NO","ARI"
"1936",2013,"9/30/2013",4,"NO",2,0,0,"NO","MIA"
"1937",2013,"10/27/2013",8,"NO",2,1,1,"NO","BUF"
"1938",2013,"11/10/2013",10,"NO",2,2,1,"NO","DAL"
"1939",2013,"11/17/2013",11,"NO",2,0,0,"NO","SF"
"1940",2013,"12/8/2013",14,"NO",2,0,0,"NO","CAR"
"1941",2013,"12/29/2013",17,"NO",2,0,0,"NO","TB"
"1942",2014,"9/21/2014",3,"NO",2,0,0,"NO","MIN"
"1943",2014,"10/5/2014",5,"NO",2,0,0,"NO","TB"
"1944",2014,"10/26/2014",8,"NO",2,0,0,"NO","GB"
"1945",2014,"11/9/2014",10,"NO",2,1,1,"NO","SF"
"1946",2014,"11/16/2014",11,"NO",2,0,0,"NO","CIN"
"1947",2014,"11/24/2014",12,"NO",2,0,0,"NO","BAL"
"1948",2014,"12/7/2014",14,"NO",2,0,0,"NO","CAR"
"1949",2014,"12/21/2014",16,"NO",2,0,0,"NO","ATL"
"1950",2015,"9/20/2015",2,"NO",2,0,0,"NO","TB"
"1951",2015,"10/4/2015",4,"NO",2,1,1,"NO","DAL"
"1952",2015,"10/15/2015",6,"NO",2,0,0,"NO","ATL"
"1953",2015,"11/1/2015",8,"NO",2,1,1,"NO","NYG"
"1954",2015,"11/8/2015",9,"NO",2,0,0,"NO","TEN"
"1955",2015,"12/6/2015",13,"NO",2,1,1,"NO","CAR"
"1956",2015,"12/21/2015",15,"NO",2,1,1,"NO","DET"
"1957",2015,"12/27/2015",16,"NO",2,2,1,"NO","JAX"
"1958",2016,"9/11/2016",1,"NO",2,1,1,"NO","OAK"
"1959",2016,"9/26/2016",3,"NO",2,0,0,"NO","ATL"
"1960",2016,"10/16/2016",6,"NO",2,1,1,"NO","CAR"
"1961",2016,"10/30/2016",8,"NO",2,0,0,"NO","SEA"
"1962",2016,"11/13/2016",10,"NO",2,0,0,"NO","DEN"
"1963",2016,"11/27/2016",12,"NO",2,1,1,"NO","LAR"
"1964",2016,"12/4/2016",13,"NO",2,1,1,"NO","DET"
"1965",2016,"12/24/2016",16,"NO",2,0,0,"NO","TB"
"1966",2017,"9/17/2017",2,"NO",2,1,1,"NO","NE"
"1967",2017,"10/15/2017",6,"NO",2,1,1,"NO","DET"
"1968",2017,"10/29/2017",8,"NO",2,0,0,"NO","CHI"
"1969",2017,"11/5/2017",9,"NO",2,0,0,"NO","TB"
"1970",2017,"11/19/2017",11,"NO",2,1,1,"NO","WAS"
"1971",2017,"12/3/2017",13,"NO",2,0,0,"NO","CAR"
"1972",2017,"12/17/2017",15,"NO",2,3,1,"NO","NYJ"
"1973",2017,"12/24/2017",16,"NO",2,0,0,"NO","ATL"
"1974",2018,"9/9/2018",1,"NO",2,1,1,"NO","TB"
"1975",2018,"9/16/2018",2,"NO",2,0,0,"NO","CLE"
"1976",2018,"10/8/2018",5,"NO",2,2,1,"NO","WAS"
"1977",2018,"11/4/2018",9,"NO",2,0,0,"NO","LAR"
"1978",2018,"11/18/2018",11,"NO",2,2,1,"NO","PHI"
"1979",2018,"11/22/2018",12,"NO",2,0,0,"NO","ATL"
"1980",2018,"12/23/2018",16,"NO",2,0,0,"NO","PIT"
"1981",2018,"12/30/2018",17,"NO",2,0,0,"NO","CAR"
"1982",2019,"9/9/2019",1,"NO",2,0,0,"NO","HOU"
"1983",2019,"9/29/2019",4,"NO",2,0,0,"NO","DAL"
"1984",2019,"10/6/2019",5,"NO",2,0,0,"NO","TB"
"1985",2019,"10/27/2019",8,"NO",2,1,1,"NO","ARI"
"1986",2019,"11/10/2019",10,"NO",2,1,1,"NO","ATL"
"1987",2019,"11/24/2019",12,"NO",2,0,0,"NO","CAR"
"1988",2019,"12/8/2019",14,"NO",2,2,1,"NO","SF"
"1989",2019,"12/16/2019",15,"NO",2,2,1,"NO","IND"
"1990",2012,"9/10/2012",1,"OAK",0,2,1,"OAK","SD"
"1991",2012,"9/23/2012",3,"OAK",0,2,1,"OAK","PIT"
"1992",2012,"10/21/2012",7,"OAK",0,0,0,"OAK","JAX"
"1993",2012,"11/4/2012",9,"OAK",0,0,0,"OAK","TB"
"1994",2012,"11/18/2012",11,"OAK",0,1,1,"OAK","NO"
"1995",2012,"12/2/2012",13,"OAK",0,3,1,"OAK","CLE"
